Nota: 4346
Data: 1937-08-10
Cliente: Jesus Sales Ltda.
CPF: 71227268837
Endereco: Esta��o Sales, 45
Cidade: Pinto
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='neque', quantidade=6, valorUnitario=76.19, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='totam', quantidade=1, valorUnitario=60.97, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='molestiae', quantidade=4, valorUnitario=49.13, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='commodi', quantidade=9, valorUnitario=32.9, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='necessitatibus', quantidade=7, valorUnitario=46.67, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='saepe', quantidade=4, valorUnitario=76.45, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='dolore', quantidade=4, valorUnitario=69.51, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='quibusdam', quantidade=2, valorUnitario=21.69, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='mollitia', quantidade=2, valorUnitario=42.62, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='odit', quantidade=5, valorUnitario=76.55, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='reiciendis', quantidade=2, valorUnitario=36.9, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='similique', quantidade=5, valorUnitario=65.97, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='quas', quantidade=8, valorUnitario=70.63, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='a', quantidade=4, valorUnitario=83.71, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='excepturi', quantidade=3, valorUnitario=38.75, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='totam', quantidade=5, valorUnitario=16.25, proximo=null}


Nota: 2455
Data: 1946-04-13
Cliente: Viana
CPF: 22994678958
Endereco: Trevo Gomes, 45
Cidade: Arag�o
Estado: BA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='fuga', quantidade=10, valorUnitario=52.15, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='delectus', quantidade=9, valorUnitario=24.34, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='at', quantidade=6, valorUnitario=44.15, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='enim', quantidade=1, valorUnitario=54.01, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='quis', quantidade=3, valorUnitario=93.54, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='magnam', quantidade=6, valorUnitario=23.79, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='sit', quantidade=7, valorUnitario=53.08, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='aliquam', quantidade=1, valorUnitario=26.73, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='nam', quantidade=5, valorUnitario=36.52, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='doloremque', quantidade=6, valorUnitario=69.12, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='quisquam', quantidade=1, valorUnitario=45.83, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='accusamus', quantidade=1, valorUnitario=50.81, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='tempore', quantidade=2, valorUnitario=95.05, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='nemo', quantidade=8, valorUnitario=93.02, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='vitae', quantidade=3, valorUnitario=68.21, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='nemo', quantidade=5, valorUnitario=39.05, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='totam', quantidade=8, valorUnitario=44.25, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='fuga', quantidade=10, valorUnitario=15.41, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='occaecati', quantidade=6, valorUnitario=11.51, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='consequatur', quantidade=2, valorUnitario=10.52, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='iure', quantidade=7, valorUnitario=13.29, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='ducimus', quantidade=5, valorUnitario=59.02, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='nostrum', quantidade=6, valorUnitario=60.27, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='ipsum', quantidade=8, valorUnitario=47.52, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='reiciendis', quantidade=1, valorUnitario=25.54, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='quibusdam', quantidade=4, valorUnitario=42.2, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='fuga', quantidade=3, valorUnitario=54.38, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='consectetur', quantidade=2, valorUnitario=48.15, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='modi', quantidade=5, valorUnitario=33.13, proximo=null}


Nota: 5094
Data: 1956-09-08
Cliente: Souza Barros - ME
CPF: 42684321230
Endereco: Residencial Santos
Cidade: Oliveira do Amparo
Estado: CE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='vero', quantidade=10, valorUnitario=53.76, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='sequi', quantidade=7, valorUnitario=65.8, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='in', quantidade=4, valorUnitario=44.24, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='fugiat', quantidade=6, valorUnitario=11.24, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dolorum', quantidade=6, valorUnitario=59.16, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='sequi', quantidade=5, valorUnitario=20.33, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='molestias', quantidade=10, valorUnitario=98.13, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='a', quantidade=4, valorUnitario=95.1, proximo=null}


Nota: 9239
Data: 1991-02-01
Cliente: Costa
CPF: 61966331941
Endereco: Ch�cara Igor da Mata, 7
Cidade: Melo do Galho
Estado: PR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nam', quantidade=4, valorUnitario=84.96, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='nostrum', quantidade=5, valorUnitario=92.19, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='quaerat', quantidade=9, valorUnitario=45.92, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='ratione', quantidade=3, valorUnitario=39.86, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='harum', quantidade=10, valorUnitario=79.99, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='nemo', quantidade=2, valorUnitario=34.91, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='maiores', quantidade=2, valorUnitario=60.06, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='facilis', quantidade=10, valorUnitario=72.7, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quo', quantidade=8, valorUnitario=78.33, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='expedita', quantidade=10, valorUnitario=90.68, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='omnis', quantidade=10, valorUnitario=44.43, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='officia', quantidade=6, valorUnitario=42.86, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='aut', quantidade=1, valorUnitario=52.53, proximo=null}


Nota: 5862
Data: 1991-08-17
Cliente: Ara�jo Ltda.
CPF: 67694591772
Endereco: �rea Henrique Costa, 34
Cidade: Cunha da Praia
Estado: GO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='architecto', quantidade=9, valorUnitario=92.26, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='doloremque', quantidade=1, valorUnitario=56.7, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='perspiciatis', quantidade=5, valorUnitario=98.67, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='consectetur', quantidade=3, valorUnitario=97.75, proximo=null}


Nota: 6195
Data: 1934-08-27
Cliente: da Rocha
CPF: 70804516268
Endereco: Fazenda Bruno Campos, 93
Cidade: Cardoso de Minas
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='velit', quantidade=5, valorUnitario=96.18, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='repudiandae', quantidade=8, valorUnitario=10.99, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='maxime', quantidade=10, valorUnitario=92.78, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='nisi', quantidade=7, valorUnitario=31.12, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='commodi', quantidade=2, valorUnitario=16.91, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='recusandae', quantidade=3, valorUnitario=21.52, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='fuga', quantidade=3, valorUnitario=58.72, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='consequuntur', quantidade=7, valorUnitario=51.57, proximo=null}


Nota: 1223
Data: 1968-06-11
Cliente: Barros S/A
CPF: 24881464915
Endereco: Recanto Caroline Freitas, 7
Cidade: Mendes
Estado: RO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='officia', quantidade=3, valorUnitario=48.6, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='neque', quantidade=9, valorUnitario=19.53, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ratione', quantidade=6, valorUnitario=80.31, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='et', quantidade=9, valorUnitario=51.49, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='ipsa', quantidade=10, valorUnitario=14.24, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='iusto', quantidade=7, valorUnitario=92.85, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='occaecati', quantidade=7, valorUnitario=34.53, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='quia', quantidade=6, valorUnitario=45.32, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='voluptas', quantidade=7, valorUnitario=61.7, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='porro', quantidade=2, valorUnitario=26.96, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='quam', quantidade=7, valorUnitario=94.08, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='expedita', quantidade=6, valorUnitario=16.77, proximo=null}


Nota: 2122
Data: 1992-08-08
Cliente: Ferreira
CPF: 56479606082
Endereco: Residencial de Viana, 327
Cidade: Farias
Estado: BA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='quae', quantidade=9, valorUnitario=32.43, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='atque', quantidade=1, valorUnitario=93.16, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='sunt', quantidade=2, valorUnitario=47.17, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='eum', quantidade=6, valorUnitario=27.45, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='magnam', quantidade=4, valorUnitario=59.77, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='pariatur', quantidade=3, valorUnitario=46.59, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='quibusdam', quantidade=3, valorUnitario=11.15, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='molestias', quantidade=3, valorUnitario=77.88, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='iusto', quantidade=2, valorUnitario=44.18, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='explicabo', quantidade=2, valorUnitario=30.91, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='cupiditate', quantidade=3, valorUnitario=87.6, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='perspiciatis', quantidade=2, valorUnitario=36.88, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='placeat', quantidade=3, valorUnitario=19.45, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='fugit', quantidade=7, valorUnitario=29.45, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='id', quantidade=10, valorUnitario=55.81, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='reprehenderit', quantidade=2, valorUnitario=59.47, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='veniam', quantidade=8, valorUnitario=48.53, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='asperiores', quantidade=7, valorUnitario=49.93, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='quidem', quantidade=6, valorUnitario=40.88, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='fuga', quantidade=9, valorUnitario=99.72, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='debitis', quantidade=8, valorUnitario=75.07, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='ducimus', quantidade=9, valorUnitario=47.16, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='dolores', quantidade=1, valorUnitario=87.55, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='sit', quantidade=4, valorUnitario=91.79, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='assumenda', quantidade=8, valorUnitario=42.74, proximo=null}


Nota: 1291
Data: 1993-07-15
Cliente: Cunha - EI
CPF: 89110097292
Endereco: Conjunto Emanuelly da Rocha, 78
Cidade: Castro Alegre
Estado: RO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='voluptates', quantidade=10, valorUnitario=38.61, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='commodi', quantidade=8, valorUnitario=11.52, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='cumque', quantidade=2, valorUnitario=29.59, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='facilis', quantidade=7, valorUnitario=67.24, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='blanditiis', quantidade=2, valorUnitario=93.59, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='ullam', quantidade=8, valorUnitario=86.92, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='fuga', quantidade=7, valorUnitario=49.97, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='doloribus', quantidade=4, valorUnitario=42.1, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='consectetur', quantidade=3, valorUnitario=78.45, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='voluptate', quantidade=3, valorUnitario=31.14, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='possimus', quantidade=8, valorUnitario=80.44, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='quis', quantidade=10, valorUnitario=16.29, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='consequatur', quantidade=9, valorUnitario=91.26, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='necessitatibus', quantidade=8, valorUnitario=99.28, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='cumque', quantidade=1, valorUnitario=19.2, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='ut', quantidade=2, valorUnitario=43.91, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='tempora', quantidade=2, valorUnitario=43.19, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='voluptatem', quantidade=6, valorUnitario=89.76, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='assumenda', quantidade=8, valorUnitario=65.46, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='dolorum', quantidade=6, valorUnitario=73.88, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='minima', quantidade=1, valorUnitario=79.2, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='earum', quantidade=6, valorUnitario=19.06, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='iusto', quantidade=7, valorUnitario=26.0, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='libero', quantidade=3, valorUnitario=62.43, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='non', quantidade=5, valorUnitario=25.75, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='consectetur', quantidade=6, valorUnitario=21.71, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='impedit', quantidade=1, valorUnitario=84.53, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='consequuntur', quantidade=1, valorUnitario=80.87, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='sapiente', quantidade=2, valorUnitario=89.22, proximo=null}
 ItemNotaFiscal{itemNumero='30', descricao='incidunt', quantidade=6, valorUnitario=70.64, proximo=null}


Nota: 8591
Data: 1939-09-08
Cliente: Monteiro Freitas Ltda.
CPF: 38360853474
Endereco: Vila Duarte, 28
Cidade: Nascimento
Estado: DF
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='consequatur', quantidade=6, valorUnitario=21.89, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='fuga', quantidade=1, valorUnitario=83.16, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='vel', quantidade=9, valorUnitario=43.27, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='deleniti', quantidade=5, valorUnitario=22.61, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='ad', quantidade=8, valorUnitario=77.78, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='expedita', quantidade=8, valorUnitario=94.68, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='repellendus', quantidade=5, valorUnitario=99.97, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='eveniet', quantidade=4, valorUnitario=55.72, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='voluptatibus', quantidade=1, valorUnitario=77.11, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='aliquam', quantidade=10, valorUnitario=68.94, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='itaque', quantidade=6, valorUnitario=75.64, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='praesentium', quantidade=10, valorUnitario=37.39, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='hic', quantidade=9, valorUnitario=76.12, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='voluptatem', quantidade=5, valorUnitario=16.74, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='similique', quantidade=9, valorUnitario=11.46, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='hic', quantidade=8, valorUnitario=39.13, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='molestiae', quantidade=7, valorUnitario=84.78, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='necessitatibus', quantidade=9, valorUnitario=26.36, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='modi', quantidade=7, valorUnitario=28.57, proximo=null}


Nota: 6938
Data: 1937-08-06
Cliente: Freitas
CPF: 36900077431
Endereco: Distrito Pedro Lucas Porto
Cidade: Moura do Galho
Estado: PI
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='exercitationem', quantidade=9, valorUnitario=11.57, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='error', quantidade=7, valorUnitario=64.04, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='dolor', quantidade=1, valorUnitario=71.0, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='vitae', quantidade=6, valorUnitario=49.34, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='animi', quantidade=5, valorUnitario=53.13, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='fugiat', quantidade=3, valorUnitario=53.0, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='saepe', quantidade=2, valorUnitario=73.18, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='voluptate', quantidade=1, valorUnitario=91.45, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='culpa', quantidade=8, valorUnitario=47.65, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='vitae', quantidade=10, valorUnitario=92.37, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='quibusdam', quantidade=9, valorUnitario=76.69, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='provident', quantidade=1, valorUnitario=21.95, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='molestiae', quantidade=1, valorUnitario=11.92, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='laborum', quantidade=10, valorUnitario=60.54, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='laudantium', quantidade=7, valorUnitario=56.89, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='hic', quantidade=8, valorUnitario=66.25, proximo=null}


Nota: 9181
Data: 1994-05-21
Cliente: Nogueira
CPF: 28020937046
Endereco: �rea Gomes, 50
Cidade: Cunha do Campo
Estado: AL
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='magni', quantidade=5, valorUnitario=98.66, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='vitae', quantidade=2, valorUnitario=15.28, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='nulla', quantidade=1, valorUnitario=70.82, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='fuga', quantidade=7, valorUnitario=72.91, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='impedit', quantidade=10, valorUnitario=94.13, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='doloribus', quantidade=6, valorUnitario=16.65, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='possimus', quantidade=7, valorUnitario=48.04, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='qui', quantidade=1, valorUnitario=31.52, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quia', quantidade=1, valorUnitario=94.93, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='sed', quantidade=5, valorUnitario=27.62, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='eos', quantidade=8, valorUnitario=82.74, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='ut', quantidade=7, valorUnitario=90.44, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='doloremque', quantidade=8, valorUnitario=34.23, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='commodi', quantidade=3, valorUnitario=40.02, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='porro', quantidade=4, valorUnitario=50.14, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='sint', quantidade=1, valorUnitario=34.84, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='perspiciatis', quantidade=4, valorUnitario=73.87, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='aliquam', quantidade=4, valorUnitario=45.5, proximo=null}


Nota: 6517
Data: 1995-04-20
Cliente: Porto S/A
CPF: 42421293299
Endereco: Trecho Moura, 19
Cidade: Azevedo
Estado: TO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='quas', quantidade=5, valorUnitario=73.77, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='animi', quantidade=2, valorUnitario=90.15, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='iure', quantidade=4, valorUnitario=16.65, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='eligendi', quantidade=5, valorUnitario=78.42, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='eius', quantidade=4, valorUnitario=74.02, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='ipsa', quantidade=10, valorUnitario=28.15, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='in', quantidade=9, valorUnitario=91.38, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='est', quantidade=1, valorUnitario=69.2, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='deleniti', quantidade=5, valorUnitario=63.41, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='magnam', quantidade=5, valorUnitario=85.95, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='labore', quantidade=6, valorUnitario=17.12, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='quisquam', quantidade=9, valorUnitario=66.68, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='iusto', quantidade=8, valorUnitario=15.33, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='eveniet', quantidade=2, valorUnitario=39.77, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='corrupti', quantidade=2, valorUnitario=18.93, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='cum', quantidade=3, valorUnitario=69.39, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='impedit', quantidade=7, valorUnitario=63.27, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='molestias', quantidade=1, valorUnitario=26.55, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='mollitia', quantidade=1, valorUnitario=50.95, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='iste', quantidade=6, valorUnitario=85.75, proximo=null}


Nota: 2743
Data: 1940-07-03
Cliente: Dias Nascimento - EI
CPF: 65175172499
Endereco: Trevo de Moraes, 308
Cidade: Correia
Estado: PE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='iusto', quantidade=5, valorUnitario=56.83, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='nulla', quantidade=1, valorUnitario=43.59, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ipsa', quantidade=8, valorUnitario=35.49, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='laudantium', quantidade=8, valorUnitario=70.17, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='consequatur', quantidade=6, valorUnitario=58.46, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='dolores', quantidade=6, valorUnitario=87.32, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='sint', quantidade=4, valorUnitario=63.15, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='itaque', quantidade=4, valorUnitario=95.65, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='molestias', quantidade=6, valorUnitario=51.92, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='laudantium', quantidade=8, valorUnitario=71.34, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='quos', quantidade=5, valorUnitario=18.92, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='facilis', quantidade=4, valorUnitario=37.08, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='ea', quantidade=10, valorUnitario=56.42, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='sed', quantidade=2, valorUnitario=31.24, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='nulla', quantidade=2, valorUnitario=30.24, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='optio', quantidade=3, valorUnitario=95.14, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='perferendis', quantidade=4, valorUnitario=53.28, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='dignissimos', quantidade=5, valorUnitario=22.64, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='ullam', quantidade=2, valorUnitario=38.95, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='aliquam', quantidade=3, valorUnitario=61.19, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='laudantium', quantidade=7, valorUnitario=70.62, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='eveniet', quantidade=3, valorUnitario=69.98, proximo=null}
